"Number";"Name";"Deployment State";"Incident State";"Vendor";"Model";"Description";"Type";"Owner";"SerialNumber";"OperatingSystem";"GraphicAdapter";"OtherEquipment";"WarrantyExpirationDate";"InstallDate";"Note"
"1422000241";"110812";"Production";"Equipamento Usado - em bom estado";"HP";"ELITEBOOK 8460P i7";"NOTEBOOK USADO EM BOM ESTADO DE CONSERVAÇÃO";"Laptop";"fabricio.souza@temposervicos.com.br";"BRG228FJJV";"";"";;"2018-04-13";"2018-04-13";
"1422000242";"106991";"Production";"Equipamento Usado - em bom estado";"HP";"4320S";"NOTEBOOK USADO EM BOM ESTADO - APENAS SINAIS DE DESGASTE DO TEMPO";"Laptop";"maria_neves";"LE508LT#AC4";"";"";;"2018-04-13";"2018-04-13";
"1422000243";"85266";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"michelle_rosa";"BRG23FJ56";"";"";;"2018-04-13";"2018-04-13";
"1422000244";"128927";"Production";"Equipamento Usado - em bom estado";"LENOVO";"310";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"leandro_lamou";"PE02CUM1";"";"";;"2018-04-13";"2018-04-13";
"1422000245";"129019";"Production";"Equipamento Usado - em bom estado";"LENOVO";"X250";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"thiago_ferreira";"PE02ALYK";"";"";;"2018-04-13";"2018-04-13";
"1422000246";"111825";"Estoque";"Equipamento Usado - com avarias";"HP";"4430S i5";"-QUEBRADO NA LATERAL INFERIOR ESQUERDA;
-QUEBRADO NO CANTO INFERIOR DIREITO.";"Laptop";"estoque@callink.com.br";"BRG239FL11B";"";"";;"2018-04-13";"2018-04-13";
"1422000247";"131433";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80V8";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"selma_franco";"PE02ZB1R";"";"";;"2018-04-13";;
"1422000248";"109473";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"mabio_galiza";"BRG212F0TL";"";"";;"2018-04-13";"2018-04-13";
"1422000249";"S/N";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"CARCAÇA DESGASTADA E DVD-ROM INCONSOLADA FITA A DEVISA

Foi enviado emai solicitando o comparecimento da colaboradora ao Estoque para patrimoniar o notebook, FAZER termo padrão e verificar se está utilizando MOUSE e MOCHILA.";"Laptop";"fernanda_santos";"BRG212F86K";"";"";;"2018-04-13";"2018-04-13";
"1422000250";"S/N.";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"Equipamento usado com várias avarias conforme sinalizado no formulário (dobradiças, ethernet, borda, tampa)";"Laptop";"nadia_canuto";"XU013LT#AC4";"";"";;"2018-04-13";"2018-04-13";
"1422000251";"112531";"Production";"Equipamento Usado - em bom estado";"HP";"4440 S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"leonardo_marque";"BRG302FG15";"";"";;"2018-04-13";"2018-04-13";
"1422000252";"122047";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431 i7";"NOTEBOOK USADO EM BOM ESTADO DE CONSERVAÇÃO";"Laptop";"31351_walquira";"PEERM4O";"";"";;"2018-04-13";"2018-04-13";
"1422000253";"112601";"Production";"Equipamento Usado - em bom estado";"HP";"4440S";"";"Laptop";"jose_rubens";"BRG315F848";"";"";;"2018-04-13";"2018-04-13";
"1422000254";"121677";"Production";"Equipamento Usado - em bom estado";"HP";"440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"willian_hen";"BRJ502JCKF";"";"";;"2018-04-13";"2018-04-13";
"1422000255";"125448";"Production";"Equipamento Usado - com avarias";"LENOVO";"80V8";"Equipamento usado com avarias - Dobradiça danificada";"Laptop";"igor_argondizo";"PE02J1AN";"";"";;"2018-04-13";"2018-04-13";
"1422000256";"110778";"Production";"Equipamento Usado - em bom estado";"HP";"4440S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"jefferson_souza";"BRG315F84D";"";"";;"2018-04-13";"2018-04-13";
"1422000257";"106468";"Estoque";"Equipamento Usado - em bom estado";"HP";"4320S i3";"Equipamento usado com vários sinais de desgaste:

- Moldura da Tela rachada, lado inferior esquerdo;
- Bateria rachada;";"Laptop";"estoque@callink.com.br";"BRG113F6FX";"";"";;"2018-04-13";"2018-04-13";
"1422000258";"109758";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Desktop";"marco_gervasio";"BRG212F0VR";"";"";;"2018-04-13";"2018-04-13";
"1422000259";"11098";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"janeel_teles";"BRG225F2FW";"";"";;"2018-04-13";"2018-04-13";
"1422000260";"110799";"Production";"Equipamento Usado - em bom estado";"HP";"8460P";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"saulo_costa";"BRG228FJFP";"";"";;"2018-04-13";"2018-04-13";
"1422000261";"110547";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"Notebook usado em bom estado de conservação.";"Laptop";"geovanna_carla";"BRG23FJ56";"";"";;"2018-04-13";"2018-04-13";
"1422000262";"126866";"Production";"Equipamento Usado - em bom estado";"HP";"440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"manoel_junior";"BRJ512NG1M";"";"";;"2018-04-13";"2018-04-13";
"1422000263";"115058";"Production";"Equipamento Usado - em bom estado";"HP";"440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"izilmar_martins";"BRJ4229F7C";"";"";;"2018-04-13";"2018-04-13";
"1422000264";"112266";"Production";"Equipamento Usado - em bom estado";"HP";"8460P i7";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"ghabrielle_alba";"BRG234F4F3";"";"";;"2018-04-13";"2018-04-13";
"1422000265";"121906";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"ricardo_cascao";"PEDZL62";"";"";;"2018-04-13";"2018-04-13";
"1422000266";"131659";"Production";"Equipamento Novo";"LENOVO";"81CC";"EQUIPAMENTO NOVO";"Laptop";"28670_stephanny";"PE02ZY24";"";"";;"2018-04-13";"2018-04-13";
"1422000267";"112602";"Production";"Equipamento Usado - em bom estado";"HP";"4440s i5";"Equipamento Usado";"Laptop";"31350_thifani";"BRG315F84G";"";"";;"2018-04-13";"2018-04-13";
"1422000268";"109065";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"altamiro_neto";"BRG152F2ND";"";"";;"2018-04-14";"2018-04-14";
"1422000269";"109064";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"Equipamento usado com avarias - Quina esquerda trincada, tampa frontal arranhada .";"Laptop";"wesley_vicente";"BRG152F2N7";"";"";;"2018-04-14";"2018-04-14";
"1422000270";"126865";"Production";"Equipamento Usado - com avarias";"HP";"440G2";"Equipamento usado com avarias - Quina direita trincada";"Laptop";"leticia_araujo";"BRJ512NG0S";"";"";;"2018-04-14";"2018-04-14";
"1422000271";"131166";"Inactive";"Equipamento Novo";"LENOVO";"80V8";"EQUIPAMENTO DANIFICADO PELO USUÁRIO:
""Larissa Nayara De Souza"" <larissa.souza@callink.com.br>

SEM RECUPERAÇÃO: ENCAMINHADO PARA DESCONTO EM FOLHA CONFORME ANEXO.";"Laptop";"larissa_souza";"PE02J1B1";"";"";;"2018-04-14";"2018-04-14";
"1422000272";"121907";"Production";"Equipamento Usado - com avarias";"LENOVO";"E431";"Equipamento usado com avarias - Falta o pino central";"Laptop";"william_vieira";"PEDZR771";"";"";;"2018-04-14";"2018-04-14";
"1422000273";"115986";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"carlos_marega";"PEDZN25";"";"";;"2018-04-14";"2018-04-14";
"1422000274";"114788";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"luiz_oliveira";"PEBPK93";"";"";;"2018-04-14";"2018-04-14";
"1422000275";"121661";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"marcelo_rafael";"PEEPG85";"";"";;"2018-04-14";"2018-04-14";
"1422000276";"111107";"Estoque";"Equipamento Usado - em bom estado";"HP";"PavilionDM4 i7";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"estoque@callink.com.br";"BRG223FJGR";"";"";;"2018-04-14";"2018-04-14";
"1422000277";"131334";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80UH";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"swb_samuel";"PE02P0PA";"";"";;"2018-04-14";"2018-04-14";
"1422000278";"115627";"Production";"Equipamento Usado - com avarias";"LENOVO";"E431";"FALTANDO PINO CENTRAL";"Laptop";"bruno.martins";"PEDZR53";"";"";;"2018-04-14";"2018-04-14";
"1422000279";"131412";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80V8";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"marina_borges";"PE02ZB17";"";"";;"2018-04-14";"2018-04-14";
"1422000280";"131161";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80V8";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"joyce_marinho";"PE02J1AY";"";"";;"2018-04-14";"2018-04-14";
"1422000281";"21374";"Production";"Equipamento Usado - com avarias";"HP";"4440 S";"Equipamento usado com avarias - Trincado na tampa frontal do laptop .";"Laptop";"ketllen_carol";"BRG250F3G9";"";"";;"2018-04-14";"2018-04-14";
"1422000282";"131162";"Production";"Equipamento Usado - com avarias";"LENOVO";"V310";"QUEBRADO NA DOBRADIÇA DO LADO DIREITO";"Laptop";"rodolfo_duarte";"PE02KHAJ";"";"";;"2018-04-17";"2018-04-17";
"1422000283";"131439";"Production";"Equipamento Usado - em bom estado";"LENOVO";"V310";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"luis_gusta";"PE02ZB2T";"";"";;"2018-04-17";"2018-04-17";
"1422000284";"121662";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"";"PEEPL80";"";"";;"2018-04-17";"2018-04-17";
"1422000285";"111084";"Estoque";"Equipamento Usado - com avarias";"HP";"4430S";"- NOTEBOOK USADO APRESENTANDO SOMENTE TRÊS TRINCADOS NO BACK COVER . 
- BATERIA NÃO SEGURA CARGA";"Laptop";"estoque@callink.com.br";"BRG225F2BF";"";"";;"2018-04-18";"2018-04-18";
"1422000286";"111817";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"NOTEBOOK USADO COM AVARIAS:

- QUEBRADO PRÓXIMO NA PORTA DO CD;
- UM TRINCADO PRÓXIMO A ENTRADA DO USB;
- FALTA UM PEDAÇO DE BORDA PRÓXIMO O BOTÃO DE LIGAR;

ÚLTIMO USUÁRIO: RAPHAEL AUGUSTO DA SILVA-27037/PCP";"Laptop";"gabriel_buen";"BRG239FKX3";"";"";;"2018-04-18";"2018-04-18";
"1422000287";"97295";"Production";"Equipamento Usado - em bom estado";"HP";"640";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"andre_goncalves";"BRJ5440YTS";"";"";;"2018-04-23";"2018-04-23";
"1422000288";"ILEGIVEL";"Production";"Equipamento Usado - com avarias";"HP";"4440S";"Equipamento usado com avarias, 02 USB's direitas avariadas, carcaça desgastada, 02 dobradiças quebradas.";"Laptop";"vinicius_carrijo";"BRG302FG5X";"";"";;"2018-04-23";"2018-04-23";
"1422000289";"25591";"Inactive";"Equipamento Usado - em bom estado";"LENOVO";"E431";"######## ATENÇÃO ##########

- FAVOR DESCONSIDERAR ESTE CADASTRO -

EQUIPAMENTO CADASTRADO COM PATRIMÔNIO:121467";"Laptop";"";"PEG88";"";"";;"2018-04-23";"2018-04-23";
"1422000290";"25954";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"Equipamento usado com a carcaça desgastada com pequenas avarias conforme formulário .";"Laptop";"carlos_alb";"BRG217FDV2";"";"";;"2018-04-23";"2018-04-23";
"1422000291";"107762";"Production";"Equipamento Usado - em bom estado";"HP";"4320S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"nubia_vieira";"ILEGIVEL";"";"";;"2018-04-23";"2018-04-23";
"1422000292";"109177";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"EQUIPAMENTO BASTANTE DESGASTADO NA CARCAÇA";"Laptop";"lyvia_oliveira";"BRG203F5TC";"";"";;"2018-04-28";"2018-04-28";
"1422000293";"121935";"Production";"Equipamento Usado - em bom estado";"HP";"240G2";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"matheus_rocha";"BRJ445BC5H";"";"";;"2018-04-28";"2018-04-28";
"1422000294";"112900";"Production";"Equipamento Usado - em bom estado";"HP";"8460P";"FALTA PINO CENTRAL DO TECLADO";"Laptop";"gustavo_urias";"BRG234F49R";"";"";;"2018-04-28";"2018-04-28";
"1422000295";"126107";"Production";"Equipamento Usado - em bom estado";"HP";"ILEGIVEL";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"luccas_lisboa";"ILEGIVEL";"";"";;"2018-04-28";"2018-04-28";
"1422000296";"131410";"Production";"Equipamento Usado - em bom estado";"HP";"4430S i5";"NOTEBOOK USADO EM BOM ESTADO DE CONSERVAÇÃO";"Laptop";"fernando_apare";"BRG239FKWX";"";"";;"2018-04-28";"2018-04-28";
"1422000297";"126874";"Production";"Equipamento Usado - em bom estado";"HP";"4440S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"camila_menghini";"BRG325F078";"";"";;"2018-04-28";"2018-04-28";
"1422000298";"114786";"Maintenance";"Equipamento Usado - em bom estado";"LENOVO";"E431 i7";"NOTEBOOK USADO EM PERFEITO ESTADO, SEM AVARIAS.";"Laptop";"estoque@callink.com.br";"PECNL63";"";"";;"2018-04-28";"2018-04-28";
"1422000299";"124926";"Production";"Equipamento Usado - em bom estado";"HP";"640";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"rafael_pontual";"BRJ529VDM5";"";"";;"2018-04-28";"2018-04-28";
"1422000300";"114152";"Production";"Equipamento Usado - em bom estado";"HP";"440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"";"BRJ4045B0";"";"";;"2018-04-28";"2018-04-28";
"1422000301";"121434";"Production";"Equipamento Usado - em bom estado";"HP";"440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"leonardo_cunha";"BRJ4448T3N";"";"";;"2018-04-28";"2018-04-28";
"1422000302";"111097";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"roberta_damazio";"BRG225F2GX";"";"";;"2018-04-28";"2018-04-28";
"1422000303";"112495";"Production";"Equipamento Usado - em bom estado";"HP";"4440S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"kamila_carrijo";"BRG302FG16";"";"";;"2018-04-28";"2018-04-28";
"1422000304";"111091";"Production";"Equipamento Usado - em bom estado";"HP";"4430S i3";"EQUIPAMENTO USADO EM BOM ESTADO DE CONSERVAÇÃO";"Laptop";"baltazar_neto";"BRG225F29V";"";"";;"2018-04-28";"2018-04-28";
"1422000305";"131444";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80V8";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"ana_ferraresi";"PE02ZB23";"";"";;"2018-04-28";"2018-04-28";
"1422000306";"131424";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80V8";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"gustavo_henr";"PE02ZB11";"";"";;"2018-04-28";"2018-04-28";
"1422000307";"111684";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"cesar_felipe";"BRG229F5R6";"";"";;"2018-04-28";"2018-04-28";
"1422000308";"129972";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80V8";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"douglas_fer";"PE02J1BC";"";"";;"2018-04-28";"2018-04-28";
"1422000309";"107004";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO DE CONSERVAÇÃO, SEM AVARIAS; BATERIA DANIFICADA, FUNCIONAMENTO SOMENTE NA TOMADA;";"Laptop";"28855_fabricio";"BRG113F6D9";"";"";;"2018-04-28";"2018-04-28";
"1422000310";"121435";"Production";"Equipamento Usado - em bom estado";"HP";"440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"hallysson_fer";"BRJ4448T30";"";"";;"2018-04-28";"2018-04-28";
"1422000311";"130502";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"EQUIPAMENTO USADO COM A CARCAÇA DESGASTADA COM PEQUENAS AVARIAS .";"Laptop";"carlos_alb";"BRG217FDV2";"";"";;"2018-04-28";"2018-04-28";
"1422000312";"121467";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431 i7";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"31316_carlos";"PEG88";"";"";;"2018-04-28";"2018-04-28";
"1422000313";"131391";"Production";"Equipamento Usado - em bom estado";"HP";"640";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"andre_goncalves";"BRJ5440YTS";"";"";;"2018-04-28";"2018-04-28";
"1422000314";"108782";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"jose_rubens";"BRG790145F";"";"";;"2018-04-28";"2018-04-28";
"1422000315";"12935";"Production";"Equipamento Usado - em bom estado";"HP";"HP640";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"mariana_virgilio";"BRJ545492SQS";"";"";;"2018-04-30";"2018-04-30";
"1422000316";"122611";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"muriel_lima";"PEDZR41";"";"";;"2018-04-30";"2018-04-30";
"1422000317";"114664";"Production";"Equipamento Usado - em bom estado";"HP";"440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"maria_castanheira";"BRJ4155B58";"";"";;"2018-04-30";"2018-04-30";
"1422000318";"124930";"Production";"Equipamento Usado - em bom estado";"HP";"640";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"guilherme_galard";"BRJ529VDLB";"";"";;"2018-04-30";"2018-04-30";
"1422000319";"126106";"Production";"Equipamento Usado - em bom estado";"HP";"24063";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"kelen_gomes";"BRJ 4373Y0R";"";"";;"2018-04-30";"2018-04-30";
"1422000320";"131447";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80V8";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"guilherme_paula";"ILEGIVEL";"";"";;"2018-04-30";"2018-04-30";
"1422000321";"126869";"Production";"Equipamento Usado - com avarias";"HP";"440";"LATERAIS ESQUERDA E DIREITA ESTA QUEBRADA .";"Laptop";"cristiane_maria";"BRJ512N1H";"";"";;"2018-04-30";"2018-04-30";
"1422000322";"131357";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80V8";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"mayke_vinnicius";"ILEGIVEL";"";"";;"2018-04-30";"2018-04-30";
"1422000323";"122909";"Production";"Equipamento Usado - com avarias";"HP";"4430S i3";"NOTEBOOK USADO COM AVARIAS:

- DESGASTES NA CARCAÇA;
- FECHAMENTO DIREITO DE TELA QUEBRADO;
- FALTA DO PARAFUSO DE TELA INFERIOR DIREITO;
- TRINCADO LATERAL ESQUERDA;";"Laptop";"wellington_sou";"BRG232FJ59";"";"";;"2018-04-30";"2018-04-30";
"1422000324";"111797";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"bartasson";"BRG239F9TQ";"";"";;"2018-04-30";"2018-04-30";
"1422000325";"104767";"Production";"Equipamento Usado - em bom estado";"HP";"4320S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"gustavo_inacio";"ILEGIVEL";"";"";;"2018-04-30";"2018-04-30";
"1422000326";"131429";"Production";"Equipamento Usado - em bom estado";"LENOVO";"V310 i5";"EQUIPAMENTO USADO COM UM TRINCADO NA ENTRADA DO CARREGADOR.



NOTEBOOK EM PREPARAÇÃO PARA:
JULIAN TEXTOR SCHMITT";"Laptop";"";"PEQ2ZB1E";"";"";;"2018-04-30";"2018-04-30";
"1422000327";"108779";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"EQUIPAMENTO POSSUI UM TRINCADO NA LATERAL ESQUERDA";"Laptop";"sullen_gabrielle";"BRG145F735";"";"";;"2018-04-30";"2018-04-30";
"1422000328";"111819";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO APRESENTANDO DESGASTE NA CARCAÇA.";"Laptop";"luiz_renato";"BRG239FKVX";"";"";;"2018-04-30";"2018-04-30";
"1422000329";"111818";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"EQUIPAMENTO USADO COM AVARIAS:

-TRINCADO NO CANTO DIREITO PRÓX AO LEITOR DE DVD;
-GRADE DA SAÍDA DE AR QUEBRADA;
-QUEBRADO E AMASSADO NO CANTO ESQUERDO;";"Laptop";"gisdeidz_alves";"BRG239FL10";"";"";;"2018-04-30";"2018-04-30";
"1422000330";"110207";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"NOTEBOOK USADO COM AVARIAS:

- SINAIS DE DESGASTE DO TEMPO;
- QUEBRADO PROXIMO A PÉ SUPERIOR ESQUERDO E PROX AO CONEXÃO DE REDE;";"Laptop";"danielly_lopes";"BRG217FF00";"";"";;"2018-04-30";"2018-04-30";
"1422000331";"131169";"Production";"Equipamento Usado - em bom estado";"LENOVO";"80V8";"EQUIPAMENTO USADO EM BOM ESTADO";"Phone";"isabella_maga";"PE02J1BM";"";"";;"2018-04-30";"2018-04-30";
"1422000332";"136209";"Production";"Equipamento Usado - em bom estado";"HP";"4440S";"EQUIPAMENTO USADO EM BOM ESTADO , APRESENTA APENAS DESGASTE NA CARCAÇA .";"Laptop";"31158_luis";"BRG302FG2F";"";"";;"2018-04-30";"2018-04-30";
"1422000333";"122601";"Production";"Equipamento Usado - com avarias";"LENOVO";"E431";"FALTA O PINO CENTRAL DO TECLADO";"Laptop";"diana_santos";"PGEPX30";"";"";;"2018-04-30";"2018-04-30";
"1422000334";"121657";"Production";"Equipamento Usado - em bom estado";"HP";"440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"lilian_dutra";"BRJ43960GN";"";"";;"2018-04-30";"2018-04-30";
"1422000335";"111823";"Production";"Equipamento Usado - em bom estado";"HP";"PAVILION DM4 i7";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"adalberto_junior";"BRG231F6V8";"";"";;"2018-04-30";"2018-04-30";
"1422000336";"111794";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"joao_costa";"BRG239F9L3";"";"";;"2018-04-30";"2018-04-30";
"1422000337";"110798";"Production";"Equipamento Usado - em bom estado";"HP";"8460P";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"carlos_andre";"BRG228FHXK";"";"";;"2018-04-30";"2018-04-30";
"1422000338";"104766";"Production";"Equipamento Usado - com avarias";"HP";"4320S i5";"NOTEBOOK USADO:

- CARCAÇA DESGASTADA;
- AMASSADOS NA SAÍDA DE ÁUDIO;
- QUEBRADO PRÓXIMO A TECLA ""ESC"";";"Laptop";"felipe_beze";"ILEGIVEL";"";"";;"2018-04-30";"2018-04-30";
"1422000339";"106994";"Production";"Equipamento Usado - em bom estado";"HP";"4320S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"nayara_eduarda";"ILEGIVEL";"";"";;"2018-04-30";"2018-04-30";
"1422000340";"112067";"Production";"Equipamento Usado - em bom estado";"HP";"4440S";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"camila_zandonadi";"BRG250FNZ6";"";"";;"2018-04-30";"2018-04-30";
"1422000341";"111793";"Production";"Equipamento Usado - em bom estado";"HP";"4430S i5";"NOTEBOOK USADO EM BOM ESTADO:

- RACHADO CANTO SUPERIOR DIREITO;
- DESGASTE DO TEMPO/
- RACHADO TELA INFERIOR ESQUERDA;";"Laptop";"pamela_suelen";"BRG239F9VB";"";"";;"2018-04-30";"2018-04-30";
"1422000342";"110785";"Production";"Equipamento Usado - em bom estado";"HP";"8460P";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"luis_martins";"BRG234F4JV";"";"";;"2018-04-30";"2018-04-30";
"1422000343";"111688";"Estoque";"Equipamento Usado - em bom estado";"HP";"4430S i3";"EQUIPAMENTO USADO EM BOM ESTADO

- QUEBRADO NO CANTO SUPERIOR DIREITO;
- NOTEBOOK COM SINAIS DE DESGATE;";"Laptop";"estoque@callink.com.br";"BRG229F5NK";"";"";;"2018-04-30";"2018-04-30";
"1422000344";"111607";"Inactive";"Equipamento Usado - com avarias";"HP";"HP ProBook 4320s i3";"NOTEBOOK SEM RECUPERAÇÃO - SUCATA.


ENCAMINHADO PARA SUCATA, REAPROVEITAMENTO DE PEÇAS E CARCAÇA";"Laptop";"estoque@callink.com.br";"BRG229F5P0";"";"";;"2018-06-29";"2018-06-29";
"1422000345";"110354";"Estoque";"Equipamento Usado - com avarias";"HP";"4430S";"EQUIPAMENTO USADO COM AVARIAS:

- TRINCADO NA BATERIA;
- QUEBRADO NO CANTO DIREITO;
- LEITOR DE DVD SOLTANDO;
- QUEBRADO NOS CANTOS DE TELA;";"Laptop";"estoque@callink.com.br";"BRG225F2FL";"";"";;"2018-04-30";"2018-04-30";
"1422000346";"107557";"Maintenance";"Equipamento Usado - com avarias";"HP";"4320s i5";"DESGASTE NA CARCANÇA";"Laptop";"estoque@callink.com.br";"ILEGIVEL";"";"";;"2018-04-30";"2018-04-30";
"1422000347";"131446";"Production";"Equipamento Novo";"LENOVO";"80V8";"EQUIPAMENTO NOVO";"Laptop";"barbara_ferre";"ILEGIVEL";"";"";;"2018-04-30";"2018-04-30";
"1422000348";"111099";"Estoque";"Equipamento Usado - com avarias";"HP";"4430S i3";"- TRINCADO NA CARCAÇA DO LADO DIREITO; 
- DVD COM MARCAS DE COLA;
- LATERAL DA MOLDURA TRINCADA SUPERIOR/INFERIOR ESQUERDA;";"Laptop";"estoque@callink.com.br";"BRG225F2HR";"";"";;"2018-04-30";"2018-04-30";
"1422000349";"131361";"Production";"Equipamento Usado - com avarias";"DELL";"3480";"EQUIPAMENTO EM MANUTENÇÃO , CARLOS SE ENCONTRA COM O EQUIPAMENTO PROVISÓRIO .";"Laptop";"carlos_leite";"41QLSL2";"";"";;"2018-04-30";"2018-04-30";
"1422000350";"107556";"Estoque";"Equipamento Usado - em bom estado";"HP";"4320S";"- NOTEBOOK COM SINAIS DE DESGASTE; 
- QUEBRADO PRÓXIMO A SAÍDA DE AR; 
- RACHADO NA LATERAL DIREITA E ESQUERDA; 
- BORDAS DA TELA RACHADAS;
- BATERIA NÃO SEGURA CARGA""";"Laptop";"estoque@callink.com.br";"ILEGIVEL";"";"";;"2018-04-30";"2018-04-30";
