"Number";"Name";"Deployment State";"Incident State";"Vendor";"Model";"Description";"Type";"Owner";"SerialNumber";"WarrantyExpirationDate";"InstallDate";"Note"
"1423001035";"131940";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQBC200911H";"2018-04-05";"2018-04-05";""
"1423001036";"131929";"Production";"Equipamento Usado - em bom estado";"DELL";"P2016T";"";"Monitor";"";"";"2018-04-05";"2018-04-05";""
"1423001038";"131933";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQCC200859R";"2018-04-05";"2018-04-05";""
"1423001039";"114543";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"401SPZK1P309";"2018-04-06";"2018-04-06";
"1423001042";"114440";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"402SPTM08137";"2018-04-06";"2018-04-06";""
"1423001043";"114422";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"402SPPB08128";"2018-04-06";"2018-04-06";""
"1423001045";"114432";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"402SPWQ08121";"2018-04-06";"2018-04-06";""
"1423001046";"114566";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"401SPHG1P377";"2018-04-06";"2018-04-06";""
"1423001048";"114564";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"402SPCA07267";"2018-04-06";"2018-04-06";""
"1423001050";"130133";"Production";"Equipamento Usado - em bom estado";"DELL";"P2016T";"";"Monitor";"";"BR-OGHGTC-TVB00-6BS-15PL-A00";"2018-04-06";"2018-04-06";""
"1423001051";"114557";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"401SPSL1P310";"2018-04-06";"2018-04-06";""
"1423001053";"131942";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC503548A";"2018-04-06";"2018-04-06";""
"1423001054";"108901";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXNZ910815M";"2018-04-06";"2018-04-06";""
"1423001055";"131936";"Production";"Equipamento Usado - em bom estado";"LG";"E2011";"";"Monitor";"";"406SPZK1B701";"2018-04-06";"2018-04-06";""
"1423001056";"114546";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"401SPAE1P608";"2018-04-06";"2018-04-06";""
"1423001059";"114558";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"401SPDT1P290";"2018-04-06";"2018-04-06";""
"1423001061";"131943";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQABB00606Z";"2018-04-06";"2018-04-06";""
"1423001070";"128453";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001071";"128466";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001072";"122429";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001073";"131937";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001074";"125153";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001075";"125151";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001076";"128454";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001077";"128455";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001078";"128444";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001079";"128445";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001080";"131952";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001081";"125156";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001082";"128457";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001083";"128462";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001084";"125845";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001088";"131964";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001089";"113453";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001090";"122447";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001091";"122496";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001092";"122421";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001093";"122475";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001094";"131955";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001095";"126610";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001096";"126594";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001097";"122459";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001098";"126035";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001099";"121965";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001100";"122474";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001101";"122504";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001102";"122487";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001103";"126599";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001104";"122499";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001105";"113174";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQABB00940J";"2018-09-22";"2018-09-22";
"1423001106";"126634";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001107";"126590";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001108";"126611";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001109";"113214";"Production";"Equipamento Usado - em bom estado";"SAMSUNG";"B1940W";"";"Monitor";"";"0274HQAC502967X";"2018-10-19";"2019-03-12";
"1423001110";"122502";"Production";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"";"BRG50600WQ";"2018-10-19";"2018-10-23";
"1423001111";"121964";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001112";"128461";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001113";"126654";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001114";"121929";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001115";"126600";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001116";"128459";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001117";"105232";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001121";"131980";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"estoque@callink.com.br";"";"2018-10-19";"2018-10-19";
"1423001122";"121971";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001123";"126528";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001124";"131970";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001125";"131974";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001126";"131971";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001127";"131972";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001128";"131965";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001129";"131988";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001130";"131991";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001131";"131990";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001132";"131997";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001133";"131989";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001134";"132047";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001135";"132048";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001136";"132049";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001137";"132051";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001138";"132053";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001139";"132055";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001140";"132057";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001141";"132059";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001142";"132061";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001143";"132063";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001144";"132065";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001145";"132067";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001146";"132069";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001147";"132071";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001148";"132073";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001149";"132075";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001150";"132076";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001151";"132101";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001152";"132095";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001153";"125140";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001154";"132096";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001155";"128446";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001156";"125147";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001157";"125152";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001158";"125154";"Maintenance";"Equipamento Usado - com avarias";"HP";"V203HZ";"";"Monitor";"estoque@callink.com.br";"BRC602009T";"2018-08-21";"2018-08-21";
"1423001159";"128450";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001160";"128451";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001161";"125149";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001162";"128456";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001163";"128458";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001164";"125142";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001165";"125141";"Estoque";"Equipamento Usado - em bom estado";"HP";"V203HZ";"";"Monitor";"estoque@callink.com.br";"BRC60200HX";"2018-08-21";"2018-08-21";
"1423001166";"128464";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001167";"128465";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001168";"128463";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001169";"128449";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001170";"125145";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"";"";"2018-05-04";;
"1423001171";"128443";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"";"";"2018-05-04";;
"1423001172";"132077";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"";"";"2018-05-04";;
"1423001173";"131993";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"";"";"2018-05-04";;
"1423001174";"113201";"Estoque";"Equipamento Usado - em bom estado";"";"";"";"";"";"";"2018-05-04";;
"1423001175";"128442";"Estoque";"Equipamento Usado - em bom estado";"HP";"V203HZ";"";"Monitor";"estoque@callink.com.br";"BRC60200J3";"2018-05-04";"2018-08-21";
"1423001177";"128447";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001178";"121960";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001179";"132109";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001180";"132104";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001181";"132115";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001182";"126653";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001183";"122506";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001184";"122492";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001188";"121975";"Estoque";"Equipamento Usado - em bom estado";"HP";"E2011";"";"Monitor";"estoque@callink.com.br";"BRG50601N8";"2018-09-27";"2018-09-27";
"1423001189";"121985";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001190";"126024";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001191";"122437";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001192";"132112";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001193";"105806";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001194";"122470";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001195";"121987";"Estoque";"Equipamento Usado - em bom estado";"LG";"20M35P";"";"Monitor";"estoque@callink.com.br";"409SPSL1R310";"2018-09-27";"2018-09-27";
"1423001196";"122515";"Production";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"";"BRG50601N8";"2018-09-27";"2018-09-27";
"1423001197";"105190";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001198";"122422";"Estoque";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"estoque@callink.com.br";"BRG50604NR";"2018-08-21";"2018-08-21";
"1423001199";"126619";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001200";"122482";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001201";"105181";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"estoque@callink.com.br";"0118HQAZ505523T";"2018-08-17";"2018-08-17";
"1423001202";"132122";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQABC05038M";"2018-08-21";"2018-08-21";
"1423001203";"132125";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001204";"122458";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001205";"132106";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001206";"132129";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQAC506281A";"2018-08-23";"2018-08-23";
"1423001207";"132130";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001208";"132133";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001209";"132135";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001210";"132137";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001211";"132138";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001212";"114559";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001213";"132141";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001214";"132143";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001215";"126544";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001216";"132146";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001217";"105189";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001219";"132150";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001220";"126663";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001221";"132155";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001222";"105078";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001223";"132159";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001224";"132160";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001225";"105074";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001226";"115969";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"1423001227";"105302";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"estoque@callink.com.br";"PU19HXIZ403516M";"2018-08-17";"2018-08-17";
"1423001228";"104884";"Production";"Equipamento Usado - em bom estado";;;;;;;;;
"14297000001";"132190";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQABB00819W";"2018-04-12";"2018-04-12";
"14297000002";"112667";"Production";"Equipamento Usado - em bom estado";"LG";"20M35P";"";"Monitor";"";"306SPPB0P976";"2018-04-12";"2018-04-12";
"14297000003";"132191";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQCBB00123N";"2018-04-12";"2018-04-12";
"14297000004";"132192";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQABC01898Y";"2018-04-12";"2018-04-12";
"14297000005";"132196";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"S/N";"2018-04-16";"2018-04-16";
"14297000006";"106921";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXJB205258J";"2018-04-16";"2018-04-16";
"14297000007";"105153";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"0118HQAZ505481K";"2018-04-16";"2018-04-16";
"14297000008";"104909";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXNZA02562T";"2018-04-16";"2018-04-16";
"14297000009";"105368";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"estoque@callink.com.br";"PU19HXIZ502807E";"2018-04-16";"2018-04-16";
"14297000010";"122479";"Production";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"";"BRG50601N7";"2018-04-16";"2018-04-16";
"14297000011";"105482";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXHZ403236L";"2018-04-16";"2018-04-16";
"14297000012";"105034";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"0118HQAZ505020R";"2018-04-16";"2018-04-16";
"14297000013";"126568";"Production";"Equipamento Usado - em bom estado";"LG";"20M35P";"";"Monitor";"";"409SPDT1S394";"2018-04-16";"2018-04-16";
"14297000014";"122448";"Production";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"";"BRG415069R";"2018-04-16";"2018-04-16";
"14297000015";"132176";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0305HQAC600099R";"2018-04-16";"2018-04-16";
"14297000016";"105240";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"estoque@callink.com.br";"0118HQAZ505376H";"2018-04-16";"2018-04-16";
"14297000017";"122425";"Production";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"";"BRG50604P7";"2018-04-16";"2018-04-16";
"14297000018";"113212";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC502582N";"2018-04-16";"2018-04-16";
"14297000019";"122518";"Production";"Equipamento Usado - em bom estado";"HP";"E2011";"";"Monitor";"";"BRG4430CLP";"2018-04-16";"2018-04-16";
"14297000020";"132166";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQBBB00258K";"2018-04-16";"2018-04-16";
"14297000021";"122503";"Production";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"";"BRG50604JV";"2018-04-16";"2018-04-16";
"14297000022";"132171";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQBC501069K";"2018-04-16";"2018-04-16";
"14297000023";"121948";"Estoque";"Equipamento Usado - em bom estado";"LG";"20M35P";"";"Monitor";"estoque@callink.com.br";"409SPMZ1R315";"2018-04-16";"2018-04-16";
"14297000024";"121982";"Production";"Equipamento Usado - em bom estado";"LG";"20M35P";"";"Monitor";"";"409SPCA1R283";"2018-04-16";"2018-04-16";
"14297000025";"122507";"Production";"Equipamento Usado - em bom estado";"HP";"E2011";"";"Monitor";"";"BRG506019B";"2018-04-16";"2018-04-16";
"14297000026";"122441";"Estoque";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"estoque@callink.com.br";"BRG50601NK";"2018-04-16";"2018-04-16";
"14297000027";"121926";"Estoque";"Equipamento Usado - em bom estado";"LG";"20M35P";"";"Monitor";"estoque@callink.com.br";"409SPVH05543";"2018-04-16";"2018-04-16";
"14297000028";"132215";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC502649P";"2018-04-18";"2018-04-18";
"14297000029";"132221";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQABB00870X";"2018-04-18";"2018-04-18";
"14297000030";"122882";"Production";"Equipamento Usado - em bom estado";"AOC";"E2223P";"";"Monitor";"";"GGY51IA003982";"2018-04-18";"2018-04-18";
"14297000031";"122884";"Production";"Equipamento Usado - em bom estado";"AOC";"E2223P";"";"Monitor";"";"GGY51IA004005";"2018-04-18";"2018-04-18";
"14297000032";"122903";"Production";"Equipamento Usado - em bom estado";"AOC";"E2223P";"";"Monitor";"";"GGY52IA001703";"2018-04-18";"2018-04-18";
"14297000033";"112786";"Production";"Equipamento Usado - em bom estado";"LG";"E2011";"";"Monitor";"";"306SPXV0P490";"2018-04-18";"2018-04-18";
"14297000034";"132220";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQCBB00233Z";"2018-04-18";"2018-04-18";
"14297000035";"104878";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXOZA01219M";"2018-04-18";"2018-04-18";
"14297000036";"104908";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXNZA02710D";"2018-04-18";"2018-04-18";
"14297000037";"105141";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"0118HQAZ505247D";"2018-04-18";"2018-04-18";
"14297000038";"104911";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXNZA02410W";"2018-04-18";"2018-04-18";
"14297000039";"104915";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXOZA02154V";"2018-04-18";"2018-04-18";
"14297000040";"104913";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXOZA02233T";"2018-04-18";"2018-04-18";
"14297000041";"132206";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQCBB00192P";"2018-04-18";"2018-04-18";
"14297000042";"104912";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXOZA02243W";"2018-04-18";"2018-04-18";
"14297000043";"104959";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXOZ806799A";"2018-04-18";"2018-04-18";
"14297000044";"104483";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"PU19HXOZ806684P";"2018-04-18";"2018-04-18";
"14297000045";"122864";"Production";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"";"BRG5300BCB";"2018-04-18";"2018-04-18";
"14297000046";"122472";"Estoque";"Equipamento Usado - em bom estado";"HP";"V206HZ";"";"Monitor";"estoque@callink.com.br";"BRG449016L";"2018-04-18";"2018-04-18";
"14297000047";"132240";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC506471K";"2018-04-18";"2018-04-18";
"14297000048";"132242";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC503369P";"2018-04-18";"2018-04-18";
"14297000049";"132225";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC506305F";"2018-04-18";"2018-04-18";
"14297000050";"132226";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQABC04832D";"2018-04-18";"2018-04-18";
"14297000051";"132228";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQCBB00053Z";"2018-04-18";"2018-04-18";
"14297000052";"131200";"Production";"Equipamento Usado - em bom estado";"HP";"V225HZ";"";"Monitor";"";"BRG617079S";"2018-04-18";"2018-04-18";
"14297000053";"132234";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQABB00667A";"2018-04-18";"2018-04-18";
"14297000054";"132245";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQCBB00747X";"2018-04-18";"2018-04-18";
"14297000055";"132250";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQABC04016Z";"2018-04-18";"2018-04-18";
"14297000056";"132248";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQCBB00142K";"2018-04-18";"2018-04-18";
"14297000057";"132261";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQBBB00203R";"2018-04-18";"2018-04-18";
"14297000058";"132257";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC506469H";"2018-04-18";"2018-04-18";
"14297000059";"132259";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC503764X";"2018-04-19";"2018-04-19";
"14297000060";"113206";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQBC501251E";"2018-04-19";"2018-04-19";
"14297000061";"132256";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC502847V";"2018-04-19";"2018-04-19";
"14297000062";"132264";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQCBB00234Y";"2018-04-19";"2018-04-19";
"14297000063";"132253";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQABC01839Y";"2018-04-19";"2018-04-19";
"14297000064";"132265";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQABC01897Z";"2018-04-19";"2018-04-19";
"14297000065";"132254";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQBBB00259Z";"2018-04-19";"2018-04-19";
"14297000066";"132246";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQBBB00076T";"2018-04-19";"2018-04-19";
"14297000067";"113394";"Production";"Equipamento Usado - em bom estado";"LG";"E2011";"";"Monitor";"";"309SPNY1R695";"2018-04-19";"2018-04-19";
"14297000068";"105154";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Monitor";"";"0118HQAZ503265A";"2018-04-19";"2018-04-19";
