"Number";"Name";"Deployment State";"Incident State";"Vendor";"Model";"Description";"Type";"Owner";"SerialNumber";"OperatingSystem";"GraphicAdapter";"OtherEquipment";"WarrantyExpirationDate";"InstallDate";"Note"
"14295001079";"133240";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"S/N";"";"";;"2018-05-16";"2018-05-16";
"14295001080";"133245";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"S/N";"";"";;"2018-05-16";"2018-05-16";
"14295001081";"131084";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2CS";"";"";;"2018-05-16";"2018-05-16";
"14295001082";"131037";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2Y7";"";"";;"2018-05-16";"2018-05-16";
"14295001083";"133239";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430BGY";"";"";;"2018-05-16";"2018-05-16";
"14295001084";"133249";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430BCF";"";"";;"2018-05-16";"2018-05-16";
"14295001085";"127223";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5440Q0J";"";"";;"2018-05-16";"2018-05-16";
"14295001086";"133242";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ43744GK";"";"";;"2018-05-16";"2018-05-16";
"14295001087";"133241";"Estoque";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"estoque@callink.com.br";"BRJ55034MK";"";"";;"2018-05-16";"2018-05-16";
"14295001088";"127391";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430BLP";"";"";;"2018-05-16";"2018-05-16";
"14295001089";"133258";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430PRM";"";"";;"2018-05-16";"2018-05-16";
"14295001090";"133237";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ55034VC";"";"";;"2018-05-16";"2018-05-16";
"14295001091";"133217";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ506L6TP";"";"";;"2018-05-16";"2018-05-16";
"14295001092";"123599";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 402 G1";"";"Desktop";"estoque@callink.com.br";"BRJ55034HR";"";"";;"2018-05-16";"2018-05-16";
"14295001093";"123488";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430B8C";"";"";;"2018-05-16";"2018-05-16";
"14295001094";"133228";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430B45";"";"";;"2018-05-16";"2018-05-16";
"14295001095";"123497";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430BDK";"";"";;"2018-05-17";"2018-05-17";
"14295001096";"123600";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ55033YX";"";"";;"2018-05-17";"2018-05-17";
"14295001097";"133216";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG225F7ZN";"";"";;"2018-05-17";"2018-05-17";
"14295001098";"133218";"Production";"Equipamento Usado - em bom estado";"HP";"S/N";"";"Desktop";"";"S/N";"";"";;"2018-05-17";"2018-05-17";
"14295001099";"133220";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430B2R";"";"";;"2018-05-17";"2018-05-17";
"14295001100";"123500";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430BCK";"";"";;"2018-05-17";"2018-05-17";
"14295001101";"133221";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430B9R";"";"";;"2018-05-17";"2018-05-17";
"14295001102";"133215";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"S/N";"";"";;"2018-05-17";"2018-05-17";
"14295001103";"126462";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ506L6ZY";"";"";;"2018-05-17";"2018-05-17";
"14295001104";"133222";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"S/N";"";"";;"2018-05-17";"2018-05-17";
"14295001105";"133235";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430B8W";"";"";;"2018-05-17";"2018-05-17";
"14295001106";"133227";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430PN2";"";"";;"2018-05-17";"2018-05-17";
"14295001107";"133230";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430BDG";"";"";;"2018-05-17";"2018-05-17";
"14295001108";"133233";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4000";"";"Desktop";"";"S/N";"";"";;"2018-05-17";"2018-05-17";
"14295001109";"133231";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTG1";"";"";;"2018-05-17";"2018-05-17";
"14295001110";"110648";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 8000";"";"Desktop";"estoque@callink.com.br";"BRG215FPZ4";"";"";;"2018-05-17";"2018-05-17";
"14295001111";"133196";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 8000";"";"Desktop";"estoque@callink.com.br";"S/N";"";"";;"2018-05-17";"2018-05-17";
"14295001112";"133198";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 8000";"";"Desktop";"estoque@callink.com.br";"S/N";"";"";;"2018-05-17";"2018-05-17";
"14295001113";"133200";"Production";"Equipamento Usado - em bom estado";"HP";"HP 402 G1";"";"Desktop";"";"BRJ5430B7R";"";"";;"2018-05-17";"2018-05-17";
"14295001114";"133203";"Production";"Equipamento Usado - em bom estado";"HP";"HP 402 G1";"";"Desktop";"";"BRJ5430PT0";"";"";;"2018-05-17";"2018-05-17";
"14295001115";"115092";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8000";"";"Desktop";"";"S/N";"";"";;"2018-05-17";"2018-05-17";
"14295001116";"133194";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 8000";"";"Desktop";"estoque@callink.com.br";"S/N";"";"";;"2018-05-17";"2018-05-17";
"14295001117";"133205";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430B60";"";"";;"2018-05-17";"2018-05-17";
"14295001118";"127235";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5440QB2";"";"";;"2018-05-17";"2018-05-17";
"14295001119";"133208";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430BFS";"";"";;"2018-05-17";"2018-05-17";
"14295001120";"127207";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ5430PS6";"";"";;"2018-05-17";"2018-05-17";
"14295001121";"133209";"Production";"Equipamento Usado - em bom estado";"HP";"S/N";"";"Desktop";"";"S/N";"";"";;"2018-05-17";"2018-05-17";
"14295001122";"133178";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TN";"";"";;"2018-05-18";"2018-05-18";
"14295001123";"133180";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J31V";"";"";;"2018-05-18";"2018-05-18";
"14295001124";"133182";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TK";"";"";;"2018-05-18";"2018-05-18";
"14295001125";"133187";"Production";"Equipamento Usado - em bom estado";"HP";"402G1";"";"Desktop";"";"BRJ506L5RP";"";"";;"2018-05-18";"2018-05-18";
"14295001126";"133177";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYUJ";"";"";;"2018-05-18";"2018-05-18";
"14295001127";"133176";"Production";"Equipamento Usado - em bom estado";"HP";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYSN";"";"";;"2018-05-18";"2018-05-18";
"14295001128";"133175";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TZ";"";"";;"2018-05-18";"2018-05-18";
"14295001129";"133190";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02GQ94";"";"";;"2018-05-18";"2018-05-18";
"14295001130";"132832";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8T9";"";"";;"2018-05-18";"2018-05-18";
"14295001131";"133193";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYUL";"";"";;"2018-05-18";"2018-05-18";
"14295001132";"133163";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TS";"";"";;"2018-05-18";"2018-05-18";
"14295001133";"133162";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYV4";"";"";;"2018-05-18";"2018-05-18";
"14295001134";"133160";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02GQAS";"";"";;"2018-05-18";"2018-05-18";
"14295001135";"133167";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8YD";"";"";;"2018-05-18";"2018-05-18";
"14295001136";"133172";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2X4";"";"";;"2018-05-18";"2018-05-18";
"14295001137";"133170";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J30A";"";"";;"2018-05-18";"2018-05-18";
"14295001138";"133169";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8WV";"";"";;"2018-05-18";"2018-05-18";
"14295001139";"133159";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TG";"";"";;"2018-05-18";"2018-05-18";
"14295001140";"133156";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TC";"";"";;"2018-05-18";"2018-05-18";
"14295001141";"133166";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8Y7";"";"";;"2018-05-18";"2018-05-18";
"14295001142";"133153";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8U6";"";"";;"2018-05-18";"2018-05-18";
"14295001143";"133146";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYUK";"";"";;"2018-05-18";"2018-05-18";
"14295001144";"133147";"Production";"Equipamento Usado - em bom estado";"LENOVO";"402G1";"";"Desktop";"";"1S10KY001PBPPE02HYSR";"";"";;"2018-05-18";"2018-05-18";
"14295001145";"122165";"Production";"Equipamento Usado - em bom estado";"HP";"HP 402 G1";"";"Desktop";"";"BRJ512NCZ6";"";"";;"2018-05-18";"2018-05-18";
"14295001146";"133138";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYHG";"";"";;"2018-05-19";"2018-05-19";
"14295001147";"133141";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TJ";"";"";;"2018-05-19";"2018-05-19";
"14295001148";"133143";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8XD";"";"";;"2018-05-19";"2018-05-19";
"14295001149";"133142";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8YH";"";"";;"2018-05-19";"2018-05-19";
"14295001150";"133151";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYQH";"";"";;"2018-05-19";"2018-05-19";
"14295001151";"133154";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYN9";"";"";;"2018-05-19";"2018-05-19";
"14295001152";"133125";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYQR";"";"";;"2018-05-19";"2018-05-19";
"14295001153";"133131";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TD";"";"";;"2018-05-19";"2018-05-19";
"14295001154";"133132";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8X3";"";"";;"2018-05-19";"2018-05-19";
"14295001155";"133120";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8ZR";"";"";;"2018-05-19";"2018-05-19";
"14295001156";"133118";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J32A";"";"";;"2018-05-19";"2018-05-19";
"14295001157";"133123";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYPB";"";"";;"2018-05-19";"2018-05-19";
"14295001158";"133121";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2YJ";"";"";;"2018-05-19";"2018-05-19";
"14295001159";"133136";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYRE";"";"";;"2018-05-19";"2018-05-19";
"14295001160";"133135";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J324";"";"";;"2018-05-19";"2018-05-19";
"14295001161";"133116";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TF";"";"";;"2018-05-19";"2018-05-19";
"14295001162";"133109";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYRM";"";"";;"2018-05-19";"2018-05-19";
"14295001163";"133098";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYRF";"";"";;"2018-05-19";"2018-05-19";
"14295001164";"133108";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2Z9";"";"";;"2018-05-19";"2018-05-19";
"14295001165";"133099";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYRD";"";"";;"2018-05-19";"2018-05-19";
"14295001166";"133097";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYMQ";"";"";;"2018-05-19";"2018-05-19";
"14295001167";"133102";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYPA";"";"";;"2018-05-19";"2018-05-19";
"14295001168";"133103";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYSJ";"";"";;"2018-05-19";"2018-05-19";
"14295001169";"133105";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2XF";"";"";;"2018-05-19";"2018-05-19";
"14295001170";"133112";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYGR";"";"";;"2018-05-19";"2018-05-19";
"14295001171";"133114";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J325";"";"";;"2018-05-19";"2018-05-19";
"14295001172";"133088";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H91W";"";"";;"2018-05-19";"2018-05-19";
"14295001173";"133084";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYN4";"";"";;"2018-05-19";"2018-05-19";
"14295001174";"133094";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYPK";"";"";;"2018-05-19";"2018-05-19";
"14295001175";"133083";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYYD";"";"";;"2018-05-19";"2018-05-19";
"14295001176";"133081";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J31A";"";"";;"2018-05-19";"2018-05-19";
"14295001177";"133079";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8YE";"";"";;"2018-05-19";"2018-05-19";
"14295001178";"133077";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8WM";"";"";;"2018-05-19";"2018-05-19";
"14295001179";"133090";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYV0";"";"";;"2018-05-19";"2018-05-19";
"14295001180";"133093";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2ZQ";"";"";;"2018-05-19";"2018-05-19";
"14295001181";"133073";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02HYKD";"";"";;"2018-05-19";"2018-05-19";
"14295001182";"33069";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYSV";"";"";;"2018-05-21";"2018-05-21";
"14295001183";"133065";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J30G";"";"";;"2018-05-21";"2018-05-21";
"14295001184";"133053";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J31C";"";"";;"2018-05-21";"2018-05-21";
"14295001185";"133070";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2ZW";"";"";;"2018-05-21";"2018-05-21";
"14295001186";"133064";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2ZT";"";"";;"2018-05-21";"2018-05-21";
"14295001187";"133055";"Production";"Equipamento Usado - em bom estado";"HP";"HP COMPAQ 4000";"";"Desktop";"";"BRG119FZ61";"";"";;"2018-05-21";"2018-05-21";
"14295001188";"133056";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8000";"";"Desktop";"";"BRG215FQ94";"";"";;"2018-05-21";"2018-05-21";
"14295001189";"133062";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J305";"";"";;"2018-05-21";"2018-05-21";
"14295001190";"133061";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02J31E";"";"";;"2018-05-21";"2018-05-21";
"14295001191";"133058";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02HYYB";"";"";;"2018-05-21";"2018-05-21";
"14295001192";"131068";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYU1";"";"";;"2018-05-21";"2018-05-21";
"14295001193";"131056";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2XY";"";"";;"2018-05-21";"2018-05-21";
"14295001194";"133059";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02HYYG";"";"";;"2018-05-21";"2018-05-21";
"14295001195";"133060";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"estoque@callink.com.br";"S/N";"";"";;"2018-05-21";"2018-05-21";
"14295001196";"133752";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYST";"";"";;"2018-05-21";"2018-05-21";
"14295001197";"133750";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TM";"";"";;"2018-05-21";"2018-05-21";
"14295001198";"133738";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02GQAA";"";"";;"2018-05-21";"2018-05-21";
"14295001199";"133739";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2Y2";"";"";;"2018-05-21";"2018-05-21";
"14295001200";"131071";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2XL";"";"";;"2018-05-21";"2018-05-21";
"14295001201";"131069";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2CZ";"";"";;"2018-05-21";"2018-05-21";
"14295001202";"133747";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYRL";"";"";;"2018-05-21";"2018-05-21";
"14295001203";"133748";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02HYTK";"";"";;"2018-05-21";"2018-05-21";
"14295001204";"133743";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02H92B";"";"";;"2018-05-21";"2018-05-21";
"14295001205";"133741";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYGS";"";"";;"2018-05-21";"2018-05-21";
"14295001206";"133736";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02H8Y9";"";"";;"2018-05-21";"2018-05-21";
"14295001207";"133735";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYV2";"";"";;"2018-05-21";"2018-05-21";
"14295001208";"133733";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2ZF";"";"";;"2018-05-21";"2018-05-21";
"14295001209";"133732";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J32G";"";"";;"2018-05-21";"2018-05-21";
"14295001210";"132930";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8000";"";"Desktop";"";"BRG215FQ64";"";"";;"2018-05-21";"2018-05-21";
"14295001211";"122161";"Production";"Equipamento Usado - em bom estado";"HP";"HP 402 G1";"";"Desktop";"";"BRJ512N5HS";"";"";;"2018-05-21";"2018-05-21";
"14295001212";"133714";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H90S";"";"";;"2018-05-21";"2018-05-21";
"14295001213";"133713";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2ZC";"";"";;"2018-05-21";"2018-05-21";
"14295001214";"133728";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02H926";"";"";;"2018-05-21";"2018-05-21";
"14295001215";"131065";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2BU";"";"";;"2018-05-21";"2018-05-21";
"14295001216";"133717";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2ZM";"";"";;"2018-05-21";"2018-05-21";
"14295001217";"133727";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2D3";"";"";;"2018-05-21";"2018-05-21";
"14295001218";"133719";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYQ5";"";"";;"2018-05-21";"2018-05-21";
"14295001219";"131064";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2BV";"";"";;"2018-05-21";"2018-05-21";
"14295001220";"131063";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J31H";"";"";;"2018-05-21";"2018-05-21";
"14295001221";"133722";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2VW";"";"";;"2018-05-21";"2018-05-21";
"14295001222";"131062";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2WC";"";"";;"2018-05-21";"2018-05-21";
"14295001223";"131061";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02J2XV";"";"";;"2018-05-21";"2018-05-21";
"14295001224";"133726";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J32H";"";"";;"2018-05-21";"2018-05-21";
"14295001225";"131060";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2WG";"";"";;"2018-05-21";"2018-05-21";
"14295001226";"131054";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02J2XG";"";"";;"2018-05-21";"2018-05-21";
"14295001227";"133723";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYLT";"";"";;"2018-05-21";"2018-05-21";
"14295001228";"131058";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02J2D5";"";"";;"2018-05-21";"2018-05-21";
"14295001229";"133730";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4000";"";"Desktop";"";"S/N";"";"";;"2018-05-21";"2018-05-21";
"14295001230";"131049";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYLY";"";"";;"2018-05-21";"2018-05-21";
"14295001231";"133724";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYYN";"";"";;"2018-05-21";"2018-05-21";
"14295001232";"133725";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"estoque@callink.com.br";"1S10KY001PBPPE02J30W";"";"";;"2018-05-21";"2018-05-21";
"14295001233";"133708";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02HYVA";"";"";;"2018-05-21";"2018-05-21";
